data_key,data_type,endpoint
drilled_feet_rotary_percentage,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_rotary,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_rotary,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_rotary,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_rotary,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilling_time_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_rotary,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilling_time_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_rotary,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilling_time_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_rotary,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27rop_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_rotary,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27rop_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_rotary,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27rop_rotary%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide_percentage,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide_percentage,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide_percentage,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_slide,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilled_feet_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_slide,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilling_time_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_slide,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilling_time_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_time_slide,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilling_time_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_slide,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27rop_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_slide,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27rop_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_slide,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27rop_slide%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
slips_to_bottom_average,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27slips_to_bottom_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
slips_to_bottom_average,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27slips_to_bottom_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
slips_to_bottom_average,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27slips_to_bottom_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_connection_average,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilling_connection_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_connection_average,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilling_connection_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilling_connection_average,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27drilling_connection_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
hole_depth_change,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27hole_depth_change%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
hole_depth_change,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27hole_depth_change%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
hole_depth_change,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27hole_depth_change%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
weight_to_weight_average,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27weight_to_weight_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
weight_to_weight_average,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27weight_to_weight_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
weight_to_weight_average,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27weight_to_weight_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
