data_key,data_type,endpoint
tripping_out_speed,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_out_speed%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_out_speed%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_with_connection,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_with_connection,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_with_connection,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_gross,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27rop_gross%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_gross,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27rop_gross%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_gross,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27rop_gross%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
inside_target_zone_percentage,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27inside_target_zone_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
inside_target_zone_percentage,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27inside_target_zone_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
inside_target_zone_percentage,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27inside_target_zone_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_net,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27rop_net%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_net,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27rop_net%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop_net,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27rop_net%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_percentage,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27on_bottom_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_percentage,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27on_bottom_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_percentage,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27on_bottom_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_time,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27on_bottom_time%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_time,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27on_bottom_time%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
on_bottom_time,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27on_bottom_time%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27rop%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27rop%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
rop,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27rop%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_connection_time_open_average,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_in_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_connection_time_open_average,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_in_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_connection_time_open_average,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_in_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open_with_connection,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open_with_connection,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_in_speed_open_with_connection,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_in_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_connection_time_open_average,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_out_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_connection_time_open_average,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_out_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_connection_time_open_average,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_out_connection_time_open_average%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open_with_connection,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open_with_connection,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
tripping_out_speed_open_with_connection,weekly,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27weekly%27%2C%20%27data.key%27%3A%20%27tripping_out_speed_open_with_connection%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_rotary_percentage,last24h,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27last24h%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
drilled_feet_rotary_percentage,daily,https://data.corva.ai/v1/data/corva/metrics?aggregate=%5B%7B%27%24match%27%3A%20%7B%27data.asset_id%27%3A%2038388721%2C%20%27data.type%27%3A%20%27daily%27%2C%20%27data.key%27%3A%20%27drilled_feet_rotary_percentage%27%2C%20%27company_id%27%3A%20375%7D%7D%2C%20%7B%27%24project%27%3A%20%7B%27data.value%27%3A%201%2C%20%27timestamp%27%3A%201%2C%20%27data.key%27%3A%201%7D%7D%2C%20%7B%27%24sort%27%3A%20%7B%27timestamp%27%3A%20-1%7D%7D%2C%20%7B%27%24limit%27%3A%2040%7D%5D&asset_id=38388721
